x1,x2,x3,x4,x5,x6,x7,x8,target
113.9136,-284.0709,XJB,MZBER,0,1,3,-7.5,0
98.8183,-319.4211,LCV,MZBER,0,0,3,-6.5,0
121.1867,-291.7895,SAT,MZBER,0,0,3,-4.5,0
118.13409999999999,-298,SAT,MZBER,0,0,3,-7.5,0
107.1,-300.3034,XJB,MZBER,0,0,3,-4.5,0
109.9702,-295.6721,LCV,MZBER,0,0,3,-7.5,0
120.58859999999999,-285.65909999999997,LCV,MZBER,0,0,4,-2.5,0
117.2073,-277.2195,LCV,MZBER,0,0,3,-6.5,0
98.259099999999989,-294.75,LCV,MZBER,0,0,4,-6.5,1
94.578499999999991,-296.6349,LCV,MZBER,0,0,3,-5.5,0
116.80080000000001,-300.2138,LCV,MZBER,0,0,3,-5.5,0
105.5187,-295.2308,LCV,MZBER,0,0,3,-5.5,0
95.032099999999986,-270.898,LCV,MZBER,0,0,3,-1.5,0
96.287900000000008,-295.2308,SAT,MZBER,0,0,3,-5.5,0
102.6982,-296.51279999999997,LCV,MZBER,0,0,3,-4.5,0
120.44659999999999,-269.75,SAT,MZBER,0,0,4,-6.5,0
121.739,-288.963,LCV,MZBER,0,0,3,-5.5,0
80.5689,-317.3043,SAT,MZBER,0,0,6,-5.5,0
134.3861,-292.1417,LCV,MZBER,0,0,3,-5.5,0
50.1341,-326,SAT,MZBER,0,0,3,-7.5,0
101.61919999999999,-294.3168,LCV,MZBER,0,0,5,-5.5,0
110.13409999999999,-281,SAT,MZBER,0,0,3,-5.5,0
109.0488,-294.0233,QKP,MZBER,0,0,3,-3.5,0
133.855,-288.7907,SAT,MZBER,0,0,3,-5.5,0
97.5917,-306.5085,LCV,MZBER,0,0,3,-5.5,0
100.13409999999999,-306.8824,LCV,MZBER,0,0,3,-4.5,0
50.1341,-326,SAT,MZBER,0,0,3,-5.5,0
150.1341,-326,SAT,MZBER,0,0,3,-5.5,0
100.13409999999999,-318.5,SAT,MZBER,0,0,3,-7.5,0
127.49259999999998,-309.01890000000003,LCV,MZBER,0,0,3,-4.5,0
111.67259999999999,-310.6154,SAT,MZBER,0,0,6,-5.5,0
107.54149999999998,-287.1111,LCV,MZBER,0,0,3,-7.5,0
83.85499999999999,-309.1395,LCV,MZBER,0,0,3,-5.5,0
105.6897,-288.963,SAT,MZBER,0,0,3,-7.5,0
108.95759999999999,-303.9412,LCV,MZBER,0,0,3,-5.5,0
117.78120000000001,-314.2353,SAT,MZBER,0,0,3,-7.5,0
86.4418,-299.2308,XJB,MZBER,0,0,6,-6.5,0
118.05859999999998,-297.6981,LCV,MZBER,0,0,3,-7.5,0
113.7705,-244.1818,SAT,MZBER,0,0,3,-3.5,0
112.4718,-290.9351,LCV,MZBER,0,0,3,-5.5,0
145.3722,-297.4286,SAT,MZBER,0,0,3,-6.5,0
50.1341,-326,SAT,MZBER,0,0,6,-7.5,0
72.2652,-307.9672,LCV,MZBER,0,0,4,-6.5,0
105.9033,-304.8462,SAT,MZBER,0,0,3,-6.5,0
116.80080000000001,-326,SAT,MZBER,0,0,6,-5.5,0
119.2681,-284.9933,QKP,YEQA,0,0,3,-1.5,0
110.9988,-310.7007,XJB,PQKE,0,0,3,-4.5,0
98.41,-308.7586,SAT,MZBER,0,0,3,-7.5,0
75.666,-302.5957,SAT,MZBER,0,0,3,-6.5,0
89.669,-308.3256,XJB,YEQA,0,0,3,-2.5,0
112.9248,-293.4419,SAT,MZBER,0,0,3,-4.5,0
50.1341,-326,LCV,MZBER,0,0,3,-7.5,0
87.8699,-288.2642,SAT,MZBER,0,0,3,-6.5,1
88.59559999999999,-279.8462,SAT,MZBER,0,0,3,-3.5,0
50.1341,-326,SAT,MZBER,0,0,3,-4.5,0
122.3563,-303.7778,LCV,MZBER,0,0,3,-7.5,0
105.19359999999999,-306.9524,XJB,MZBER,0,0,3,-3.5,0
84.6169,-298.4138,SAT,MZBER,0,0,3,-3.5,0
100.13409999999999,-292.6667,SAT,PQKE,0,0,3,-4.5,0
105.87180000000001,-298.1311,LCV,MZBER,0,0,3,-5.5,0
114.44659999999999,-283.0999,QKP,YEQA,0,0,4,-1.5,0
50.1341,-326,XJB,MZBER,0,0,3,-5.5,0
105.6897,-292.6667,SAT,MZBER,0,0,3,-6.5,0
59.224999999999994,-321.5437,SAT,MZBER,0,0,3,-3.5,0
119.83109999999999,-293.6768,LCV,PQKE,1,0,3,-1.5,0
105.9033,-281.7692,LCV,MZBER,0,0,3,-7.5,0
117.8264,-312.6667,LCV,MZBER,0,0,3,-4.5,0
117.78120000000001,-308.3529,SAT,MZBER,0,0,3,-5.5,0
134.8632,-308.5123,QKP,PQKE,0,0,3,-1.5,0
95.277,-288.8571,LCV,MZBER,0,0,3,-6.5,0
94.961700000000008,-305.3103,SAT,MZBER,0,0,3,-5.5,0
120.80080000000001,-290,LCV,MZBER,0,0,5,-5.5,0
150.1341,-276,SAT,MZBER,0,0,3,-7.5,0
110.13409999999999,-279.3333,SAT,MZBER,0,0,3,-2.5,0
109.9279,-284.7629,LCV,MZBER,0,0,3,-3.5,0
135.6604,-268.1053,LCV,MZBER,0,0,3,-4.5,0
100.13409999999999,-311.7143,SAT,MZBER,0,0,3,-3.5,0
109.45609999999999,-273.4576,LCV,MZBER,0,0,3,-5.5,0
105.9623,-284.589,XJB,MZBER,0,0,3,-4.5,0
72.744,-312.498,QKP,MZBER,0,1,3,-6.5,0
136.80079999999998,-286,SAT,MZBER,0,0,3,-6.5,0
77.0572,-306.7692,SAT,MZBER,0,0,3,-5.5,0
141.2845,-302.9912,LCV,MZBER,0,0,3,-3.5,0
94.03649999999999,-284.5366,SAT,MZBER,0,0,3,-1.5,0
93.1859,-292.6213,XJB,MZBER,0,0,5,-4.5,0
116.13409999999999,-304,LCV,MZBER,0,0,3,-6.5,0
106.9341,-290.8,LCV,MZBER,0,0,3,-5.5,0
78.7055,-297.4286,SAT,MZBER,0,0,4,-5.5,0
133.4674,-292.6667,SAT,MZBER,0,0,3,-7.5,0
103.9803,-286,LCV,MZBER,0,0,3,-3.5,0
50.1341,-326,SAT,MZBER,0,0,3,-6.5,0
134.74949999999998,-291.3846,SAT,MZBER,0,0,3,-3.5,0
111.79419999999999,-301.8893,XJB,MZBER,0,0,3,-6.5,0
122.42329999999998,-289.85540000000003,LCV,MZBER,0,0,3,-6.5,0
114.94889999999998,-299.1481,LCV,MZBER,0,0,3,-7.5,0
109.02669999999999,-303.8523,QKP,MZBER,0,0,3,-4.5,0
50.1341,-326,SAT,MZBER,0,0,3,-7.5,0
125.41499999999999,-292.2921,LCV,MZBER,0,0,3,-5.5,0
105.6897,-305.0123,LCV,YEQA,1,0,3,-4.5,1
101.0669,-292.41790000000003,XJB,MZBER,0,0,5,-7.5,0
108.7982,-285.05129999999997,QKP,MZBER,0,0,3,-2.5,0
80.134099999999989,-321,SAT,MZBER,0,0,3,-4.5,0
127.73830000000001,-287.9792,XJB,MZBER,0,0,3,-6.5,0
89.8692,-296.8609,LCV,MZBER,0,0,3,-4.5,0
108.67070000000001,-302.8293,LCV,MZBER,0,0,3,-2.5,0
117.4068,-296.9091,LCV,MZBER,0,0,3,-4.5,0
84.108499999999992,-307.7308,XJB,MZBER,0,0,3,-6.5,0
109.47479999999999,-298.5275,LCV,MZBER,0,0,3,-6.5,0
80.9033,-310.6154,SAT,MZBER,0,0,3,-6.5,0
102.96430000000001,-290.1509,LCV,MZBER,0,0,6,-4.5,0
115.7218,-289.2027,XJB,MZBER,0,0,3,-3.5,0
50.1341,-326,SAT,MZBER,0,0,3,-2.5,0
104.3008,-301,SAT,MZBER,0,0,3,-5.5,0
104.5146,-295.3367,QKP,MZBER,0,0,3,-2.5,0
113.6758,-286.4167,LCV,MZBER,0,0,3,-6.5,0
141.8801,-304.7302,XJB,MZBER,0,0,3,-5.5,0
106.43039999999999,-286,LCV,MZBER,0,0,3,-5.5,0
97.2062,-297.6216,XJB,MZBER,0,0,3,-3.5,0
118.88409999999999,-297.875,SAT,MZBER,0,0,4,-6.5,0
50.1341,-326,SAT,MZBER,0,0,3,-6.5,0
100.13409999999999,-296.6897,LCV,MZBER,0,0,3,-4.5,0
122.9411,-281.7018,XJB,MZBER,0,0,3,-6.5,0
112.5401,-287.65409999999997,LCV,MZBER,0,0,3,-5.5,0
107.82639999999999,-283.6923,LCV,MZBER,0,0,3,-4.5,0
111.0094,-296.2918,XJB,MZBER,0,0,3,-3.5,0
80.6219,-305.6748,XJB,MZBER,0,0,3,-5.5,0
76.3967,-304.2828,LCV,MZBER,0,0,3,-3.5,0
91.562699999999992,-288.8571,LCV,MZBER,0,0,3,-3.5,0
67.6166,-314.8112,LCV,MZBER,0,0,3,-3.5,0
50.1341,-326,SAT,MZBER,0,0,3,-6.5,0
110.13409999999999,-290,LCV,MZBER,0,0,3,-3.5,0
108.57570000000001,-290.9351,LCV,MZBER,0,0,5,-4.5,0
85.5508,-298.9167,LCV,MZBER,0,0,6,-5.5,0
50.1341,-326,SAT,MZBER,0,0,6,-7.5,0
101.8195,-303.5281,LCV,MZBER,0,0,3,-5.5,0
88.8202,-294.6131,SAT,MZBER,0,0,4,-5.5,0
109.5936,-288.1622,SAT,MZBER,0,1,3,-4.5,0
94.578499999999991,-310.2593,LCV,MZBER,1,0,3,-5.5,0
50.1341,-326,LCV,MZBER,0,0,3,-4.5,0
90.2284,-282.6038,XJB,MZBER,0,0,3,-5.5,0
103.4674,-303.7778,SAT,MZBER,0,0,3,-5.5,0
113.5487,-272.3415,SAT,MZBER,0,0,3,-4.5,0
103.0753,-278.9412,SAT,MZBER,0,0,3,-5.5,0
106.11240000000001,-284.1522,LCV,MZBER,0,0,3,-7.5,0
103.55879999999999,-299.9726,LCV,MZBER,0,0,3,-3.5,0
112.0389,-283.1429,SAT,MZBER,0,0,3,-7.5,0
111.6987,-272.2585,XJB,MZBER,0,0,3,-3.5,0
150.1341,-326,SAT,MZBER,0,0,3,-3.5,0
79.0815,-318.1053,LCV,MZBER,0,0,3,-6.5,0
103.0753,-280.8128,XJB,MZBER,0,0,3,-6.5,0
120.923,-295.2964,XJB,MZBER,0,0,3,-5.5,0
141.8008,-292.6667,SAT,MZBER,0,0,5,-7.5,0
78.7055,-311.7143,SAT,MZBER,0,0,3,-6.5,0
114.285,-293.9245,LCV,MZBER,0,0,3,-7.5,0
109.1702,-319.9759,LCV,MZBER,0,0,3,-7.5,0
106.5444,-297.7949,SAT,MZBER,0,0,3,-4.5,0
50.1341,-326,SAT,MZBER,0,0,6,-7.5,0
136.80079999999998,-299.3333,SAT,MZBER,0,0,3,-5.5,0
117.25739999999999,-294.4932,LCV,MZBER,0,0,3,-5.5,0
119.57849999999999,-280.1667,LCV,MZBER,0,0,3,-6.5,0
104.1882,-317.8919,SAT,MZBER,0,0,3,-6.5,0
131.8545,-299.1183,LCV,MZBER,0,0,3,-3.5,0
120.56889999999999,-294.6957,LCV,MZBER,0,0,4,-5.5,0
89.5069,-294.9895,XJB,MZBER,0,0,3,-5.5,0
116.04319999999998,-294.1818,LCV,MZBER,0,0,3,-5.5,0
82.4258,-298.9167,LCV,MZBER,0,0,3,-5.5,0
109.31779999999999,-299.4694,LCV,MZBER,0,0,3,-2.5,0
115.35149999999999,-297.7391,SAT,MZBER,0,0,3,-6.5,0
108.02879999999999,-308.8947,LCV,MZBER,0,0,3,-6.5,0
111.49,-285.322,XJB,MZBER,1,0,3,-4.5,1
111.8988,-299.5294,SAT,MZBER,0,1,3,-6.5,0
121.34620000000001,-297.2121,LCV,MZBER,0,0,5,-7.5,0
96.4028,-302.1194,LCV,MZBER,0,0,3,-4.5,0
60.3703,-323.2441,LCV,MZBER,0,0,3,-7.5,0
124.60220000000001,-294.0851,SAT,PQKE,0,0,3,-6.5,0
107.7099,-274.4848,LCV,MZBER,0,0,3,-6.5,0
96.2015,-319.2584,LCV,MZBER,0,0,3,-5.5,0
86.4977,-315.3939,LCV,MZBER,0,0,4,-4.5,0
129.3008,-321.8333,SAT,MZBER,0,0,3,-7.5,0
117.2073,-305.2683,LCV,MZBER,0,0,3,-7.5,0
91.5774,-297.75260000000003,XJB,MZBER,0,0,3,-5.5,0
68.3159,-307.8182,SAT,MZBER,0,0,3,-2.5,0
106.29849999999999,-291.7534,LCV,MZBER,0,0,3,-3.5,0
100.13409999999999,-306,SAT,MZBER,0,0,3,-4.5,0
100.13409999999999,-326,SAT,MZBER,0,0,3,-6.5,0
111.78819999999999,-279.3835,LCV,MZBER,0,0,3,-7.5,0
90.134099999999989,-296,SAT,MZBER,0,0,6,-6.5,0
105.9033,-297.1538,LCV,MZBER,0,0,3,-6.5,0
88.59559999999999,-308.6923,LCV,MZBER,0,0,6,-5.5,0
113.7809,-287.5826,XJB,MZBER,0,0,3,-6.5,0
113.292,-301.4386,LCV,MZBER,0,0,3,-4.5,0
81.8414,-300.3902,LCV,MZBER,0,0,3,-5.5,0
118.88409999999999,-295.7917,LCV,MZBER,0,1,3,-7.5,0
106.7379,-295.8113,LCV,MZBER,0,0,4,-7.5,0
93.8123,-280.023,LCV,MZBER,0,0,3,-3.5,0
109.1505,-310.4262,LCV,MZBER,0,0,3,-6.5,0
114.41980000000001,-303.6786,LCV,MZBER,0,0,3,-7.5,0
95.33959999999999,-296.5479,LCV,MZBER,0,0,3,-3.5,0
135.8484,-326,SAT,MZBER,0,0,6,-7.5,0
50.1341,-326,SAT,MZBER,0,0,3,-2.5,0
105.49119999999999,-276,LCV,MZBER,0,0,3,-7.5,0
135.8484,-275.2063,LCV,MZBER,0,0,3,-4.5,0
124.13409999999999,-286,LCV,MZBER,0,0,3,-5.5,0
109.8356,-306.597,LCV,MZBER,0,0,3,-5.5,0
119.3649,-277.9231,LCV,MZBER,0,0,3,-4.5,0
105.47389999999999,-292.0194,LCV,MZBER,0,0,3,-3.5,0
113.3416,-299.5849,LCV,MZBER,0,0,3,-4.5,0
115.56620000000001,-285.2593,LCV,MZBER,0,0,3,-3.5,0
50.1341,-326,SAT,MZBER,0,0,6,-3.5,0
129.5459,-264.2353,SAT,MZBER,0,0,3,-7.5,0
112.49369999999999,-295.6629,LCV,MZBER,0,0,3,-7.5,0
99.225,-306,LCV,MZBER,0,0,3,-7.5,0
107.63409999999999,-290.1667,LCV,MZBER,0,0,3,-3.5,0
112.99119999999999,-289.8095,LCV,MZBER,0,0,3,-5.5,0
80.9033,-326,SAT,MZBER,0,0,3,-7.5,0
112.0389,-273.619,SAT,MZBER,0,0,3,-6.5,0
119.96459999999999,-293.4576,XJB,MZBER,0,0,3,-4.5,0
97.960199999999986,-291.2174,SAT,MZBER,0,0,3,-3.5,0
98.134099999999989,-278,SAT,PQKE,0,0,3,-4.5,0
109.64329999999998,-292.2577,LCV,MZBER,0,0,3,-7.5,0
103.0077,-285.7701,LCV,MZBER,0,0,3,-6.5,0
126.13409999999999,-302,LCV,MZBER,0,0,3,-3.5,0
141.04319999999998,-289.6364,SAT,MZBER,0,0,3,-6.5,0
120.72229999999999,-301,LCV,MZBER,0,0,4,-6.5,0
68.0933,-312.12239999999997,LCV,MZBER,0,0,6,-3.5,0
100.13409999999999,-294.3333,LCV,MZBER,0,0,3,-4.5,0
50.1341,-326,SAT,MZBER,0,0,3,-4.5,0
98.134099999999989,-312,LCV,MZBER,0,0,3,-6.5,0
120.8888,-296.7547,XJB,MZBER,0,0,3,-4.5,0
96.287900000000008,-293.3077,LCV,MZBER,0,0,4,-5.5,0
104.9802,-293.2178,QKP,MZBER,0,0,3,-7.5,0
81.134099999999989,-317,LCV,MZBER,0,0,3,-5.5,0
83.4674,-326,SAT,MZBER,0,0,3,-6.5,0
99.7404,-295.2913,LCV,MZBER,0,0,3,-4.5,0
91.63069999999999,-306.2721,LCV,MZBER,0,0,3,-5.5,0
78.7055,-305.7619,SAT,MZBER,0,0,5,-4.5,0
97.4068,-304.1818,LCV,MZBER,0,0,3,-7.5,0
93.8427,-292.2252,LCV,MZBER,0,0,5,-5.5,0
91.961,-290.4231,LCV,MZBER,0,0,4,-3.5,0
50.1341,-326,SAT,MZBER,0,0,6,-7.5,0
85.5771,-308.2785,LCV,MZBER,0,0,3,-7.5,0
119.62559999999999,-288.7119,LCV,MZBER,0,0,3,-2.5,0
126.7885,-295.6691,QKP,MZBER,1,0,3,-2.5,1
89.4555,-297.8563,QKP,MZBER,0,0,3,-4.5,0
129.1257,-315.0756,LCV,MZBER,0,0,3,-5.5,0
104.3008,-292.6667,SAT,MZBER,0,0,3,-6.5,0
101.2969,-315.5349,LCV,MZBER,0,0,3,-5.5,0
132.049,-278.1277,LCV,MZBER,0,0,3,-6.5,0
75.134099999999989,-301,SAT,MZBER,0,0,6,-7.5,0
134.5497,-287.039,LCV,MZBER,0,0,3,-5.5,0
110.9129,-313.5282,QKP,PQKE,0,0,3,-3.5,0
50.1341,-326,SAT,MZBER,0,0,3,-6.5,0
73.928,-311.307,LCV,MZBER,0,0,5,-6.5,0
78.9477,-288.7119,LCV,MZBER,0,0,4,-4.5,0
112.20309999999999,-281.1724,LCV,MZBER,0,0,3,-5.5,0
138.90189999999998,-288.1713,QKP,MZBER,0,0,3,-4.5,0
111.24519999999998,-298.2222,SAT,MZBER,0,0,3,-6.5,0
50.1341,-326,SAT,MZBER,0,0,3,-6.5,0
50.1341,-326,SAT,MZBER,0,0,3,-5.5,0
73.0823,-321.7769,XJB,MZBER,0,0,3,-4.5,0
50.1341,-326,SAT,MZBER,0,0,6,-6.5,0
119.3649,-295.2308,LCV,MZBER,0,0,3,-5.5,0
110.5115,-286.37739999999997,LCV,MZBER,0,0,3,-6.5,0
81.713,-303.193,LCV,MZBER,0,0,3,-5.5,0
107.27699999999999,-307.3187,LCV,MZBER,0,0,3,-5.5,0
108.487,-307.41949999999997,QKP,PQKE,0,0,3,-2.5,0
104.6796,-309.3333,LCV,MZBER,0,0,3,-7.5,0
123.4674,-236,SAT,MZBER,0,0,3,-5.5,0
109.7832,-296.1754,SAT,MZBER,0,0,3,-5.5,0
80.5689,-296.1863,LCV,MZBER,0,0,3,-5.5,0
